house_type;house_zip_code;house_rooms;house_square_meters;house_year;house_taxes;house_energy;house_ground_area;house_price
Villa;4700;6;194;93;2257;C;12200;1995000;
Villa;9430;5;174;105;2105;E;6910;1995000;
Villa;9550;6;194;45;2698;C;1030;1995000;
Rækkehus;5210;4;107;52;1910;C;356;1995000;
Villa;6270;5;219;67;1757;E;3553;1995000;
Villa;7183;5;160;23;2316;C;772;1995000;
Villa;7100;5;136;144;2715;B;888;1995000;
Villa;4390;4;116;43;2720;C;871;1995000;
Villa;3120;4;110;55;3028;E;1208;1995000;
Rækkehus;6100;6;154;164;1872;C;374;1995000;
Villa;7500;6;197;20;2047;C;783;1995000;
Villa;6000;3;105;70;2440;D;823;1995000;
Villa;6760;6;194;87;3143;D;19378;1998000;
Villa;6705;5;178;47;2407;C;910;1998000;
Villa;9230;6;169;45;2020;D;872;2050000;
Villa;5320;4;125;50;2349;C;714;2095000;
Ejerlejlighed;2630;2;76;13;2533;C;7359;2095000;
Villa;6950;7;172;47;2849;C;1069;2095000;
Villa;7400;6;185;56;2661;D;756;2095000;
Villa;9300;7;236;50;2556;C;996;2098000;
Villa;8600;5;144;22;1979;C;878;2145000;
Villa;5220;5;134;51;2070;D;806;2345000;
Villa;4200;4;134;51;2729;D;1094;2350000;
Villa;4534;6;164;45;2380;C;775;2150000;
Villa;8370;6;166;124;2911;E;6898;2395000;
Villa;6000;5;134;33;2569;C;509;2195000;
Villa;4171;5;142;15;2431;B;975;2395000;
Villa;9300;7;185;35;2384;C;701;2195000;
Villa;4450;8;242;8;3013;C;1318;2395000;
Rækkehus;5230;3;81;53;2060;E;384;2195000;
Rækkehus;9480;5;134;4;2537;A10;142;2198000;
Villa;8300;4;120;50;2647;C;822;2198000;
Rækkehus;8520;3;91;22;2090;C;171;2395000;
Villa;4800;6;165;84;1968;D;517;2199000;
Villa;9200;4;154;51;2909;C;700;2245000;
Villa;9230;5;165;44;3024;D;1134;2245000;
Villa;3630;3;108;82;2433;C;922;2250000;
Villa;3740;7;226;100;1452;D;4123;2250000;
Villa;8450;4;119;44;2400;C;865;2495000;
Villa;6710;5;152;33;2272;C;420;2275000;
Villa;7451;6;183;32;2616;C;517;2495000;
Villa;4070;5;171;21;2584;C;808;3150000;
Villa;7300;6;206;50;2439;D;979;2279000;
Villa;8722;6;160;135;2119;C;15827;2495000;
Villa;8600;5;173;48;3054;C;1080;3150000;
Villa;6000;5;147;18;2636;C;790;2695000;
Villa;3400;2;79;92;3022;E;588;2295000;
Villa;8660;4;112;46;2466;C;770;2495000;
Villa;4300;4;132;101;2522;D;473;2695000;
Rækkehus;3450;4;89;34;3404;B;139;2695000;
Villa;8370;7;190;53;1918;D;1399;2495000;
Villa;5500;3;125;88;1918;D;484;3150000;
Villa;6880;3;133;92;997;E;1978;575000;
Villa;3730;7;200;161;1475;C;374;2695000;
Villa;4300;6;152;59;2711;E;728;2495000;
Villa;3550;5;154;52;3461;C;828;3195000;
Villa;2680;7;189;22;5587;B;908;8795000;
Villa;7400;6;195;34;1809;C;2355;2295000;
Villa;5592;7;151;35;2009;C;1044;2698000;
Villa;8832;3;119;97;1105;C;304;595000;
Rækkehus;5250;4;114;35;2240;C;359;2295000;
Villa;6100;5;148;70;2096;D;740;2295000;
Villa;4300;6;215;43;3478;D;739;3195000;
Villa;4400;8;247;52;2138;E;1859;2295000;
Villa;3300;5;123;244;2404;C;997;2495000;
Villa;6960;4;96;2;2277;A15;703;2698000;
Rækkehus;8520;5;152;7;2117;A10;215;3195000;
Villa;9700;4;83;96;920;F;1079;595000;
Villa;8600;7;219;24;4752;C;888;8900000;
Villa;4850;4;80;82;1065;G;865;595000;
Villa;8700;6;153;131;1988;E;8454;2495000;
Villa;3250;5;114;40;2775;C;288;3195000;
Villa;4490;4;100;109;1504;G;1823;625000;
Villa;9330;2;108;116;1091;E;219;645000;
Villa;2960;4;200;111;8018;D;1231;9985000;
Rækkehus;3650;3;99;16;2655;C;172;2750000;
Villa;4895;5;174;71;1354;G;718;650000;
Villa;6960;6;102;2;2679;A15;843;3198000;
Villa;8270;5;268;14;7285;B;1104;10000000;
Villa;9690;3;83;136;806;D;104;675000;
Villa;7100;6;147;38;2942;C;761;3250000;
Villa;7700;7;177;59;1857;E;745;695000;
Villa;8660;4;120;106;1929;F;2620;2498000;
Villa;2950;6;254;48;11454;E;1800;10990000;
Rækkehus;2620;4;106;53;4371;B;124;2795000;
Ejerlejlighed;2942;2;97;58;5870;C;46796;10995000;
Villa;7150;7;157;56;1666;D;1013;695000;
Villa;5220;5;154;45;2587;D;977;2795000;
Villa;7100;6;145;25;2254;C;512;2595000;
Villa;3540;5;156;121;2800;D;872;3250000;
Villa;4600;5;168;53;3024;D;829;4795000;
Rækkehus;8860;3;70;36;1193;D;200;695000;
Villa;6091;3;133;35;2576;D;700;2795000;
Villa;2300;7;292;84;3466;C;212;10995000;
Villa;8300;5;205;121;2321;C;357;3295000;
Villa;8762;6;253;141;2735;D;25299;2595000;
Rækkehus;3500;4;114;18;3582;C;371;4895000;
Villa;8000;8;266;135;7881;C;200;11950000;
Villa;8600;5;178;42;3353;C;1349;3295000;
Villa;9631;4;140;56;1320;C;882;695000;
Villa;8870;6;147;121;2373;D;1474;1195000;
Villa;3060;5;200;204;12037;D;987;13450000;
Rækkehus;8541;4;120;18;2101;B;188;2798000;
Villa;8800;5;158;14;3329;B;900;3295000;
Rækkehus;3650;4;114;51;3151;C;205;2595000;
Rækkehus;8330;4;115;4;2485;A15;223;3298000;
Villa;8543;4;124;16;2521;C;717;2798000;
Villa;2920;7;245;87;9104;E;818;15750000;
Villa;7400;5;162;4;2668;A15;801;3795000;
Villa;5853;11;400;118;3036;B;5530;4995000;
Villa;4863;3;70;111;978;F;540;695000;
Rækkehus;5690;2;162;125;1608;F;1034;1195000;
Villa;4180;4;131;112;2101;D;524;2595000;
Villa;6960;4;98;2;2679;A15;844;2798000;
Villa;7660;3;100;70;1156;F;812;350000;
Rækkehus;3480;5;126;33;2961;C;523;3795000;
Villa;4295;3;60;114;1155;G;749;695000;
Villa;8700;4;74;96;1652;E;506;1195000;
Villa;6600;7;225;109;2005;D;669;2845000;
Villa;9900;4;134;119;1614;C;741;865000;
Villa;9000;4;191;63;4710;D;708;4995000;
Villa;5932;3;59;126;965;G;380;385000;
Villa;6720;7;273;221;3594;C;2946;3350000;
Villa;6400;7;190;74;2830;E;1080;2595000;
Villa;2635;5;133;48;3601;D;700;3845000;
Villa;5471;5;141;50;1884;E;919;1195000;
Villa;8450;6;178;51;2628;C;802;2895000;
Villa;9900;2;86;82;1954;E;548;698000;
Villa;8381;5;200;17;3037;B;818;3848000;
Villa;2791;5;142;44;3734;D;678;3395000;
Villa;6372;5;248;124;1809;D;1307;1195000;
Villa;7400;8;206;59;2396;C;686;2599000;
Villa;7470;4;135;48;1486;C;864;895000;
Villa;4390;5;256;36;4181;C;9107;4995000;
Villa;2620;4;144;56;4905;C;700;3895000;
Villa;3400;6;184;61;3421;D;802;2895000;
Villa;5600;3;124;115;999;D;704;700000;
Villa;5953;6;213;121;2344;G;13422;395000;
Villa;9700;2;78;77;1481;D;568;895000;
Villa;8381;4;142;50;2958;C;814;3948000;
Rækkehus;3650;5;124;52;3011;D;212;2895000;
Villa;9210;7;185;56;2959;C;774;3495000;
Villa;7000;5;120;121;1959;G;725;1195000;
Villa;7120;4;149;-1;3356;A15;352;3949000;
Villa;9490;4;147;96;1710;G;19434;895000;
Villa;9900;8;198;57;1734;E;952;725000;
Villa;2770;5;140;69;4213;F;660;4995000;
Villa;7860;4;140;121;1140;D;1403;495000;
Villa;4690;4;156;45;2633;E;868;2625000;
Villa;8722;5;167;21;2583;C;942;2895000;
Villa;3760;5;225;93;1425;E;635;1195000;
Villa;9300;3;63;71;1630;B;529;745000;
Villa;9990;5;150;93;2740;D;420;3985000;
Villa;6870;2;90;64;1378;C;754;895000;
Villa;2605;4;112;64;3698;G;889;5095000;
Villa;4300;4;170;51;3798;E;1130;3495000;
Villa;9900;3;142;121;1363;C;281;1195000;
Villa;7100;4;122;60;2852;B;723;2650000;
Villa;9600;3;81;74;1166;F;591;545000;
Villa;7120;4;149;-1;3356;A15;357;3995000;
Villa;5874;4;125;86;1427;F;399;750000;
Rækkehus;2605;3;78;62;2885;D;445;3495000;
Villa;6000;8;244;61;2672;C;1025;2650000;
Villa;5960;3;67;119;1142;D;203;1195000;
Villa;6500;6;202;146;2080;E;2764;895000;
Rækkehus;3050;3;105;44;3554;C;225;3995000;
Rækkehus;3720;3;122;112;1171;D;494;765000;
Rækkehus;3050;4;143;3;3975;A10;203;5195000;
Villa;5500;5;186;121;1798;C;164;3495000;
Villa;2680;4;121;58;3499;E;776;3995000;
Villa;5380;3;142;120;1166;D;708;895000;
Villa;8520;8;201;50;3443;F;1092;5199000;
Ejerlejlighed;6960;4;120;35;1631;B;2040;2898000;
Villa;8600;5;125;34;2830;C;1156;2675000;
Villa;4791;4;124;153;1665;E;2841;1245000;
Villa;8800;5;162;7;2423;A10;900;3495000;
Ejerlejlighed;6960;4;120;35;1631;B;2040;2898000;
Villa;9900;3;129;121;1523;C;779;770000;
Rækkehus;8660;4;115;37;2422;B;3492;2690000;
Villa;4262;5;118;147;1474;E;844;895000;
Rækkehus;2800;3;68;82;3668;C;303;5200000;
Villa;7400;6;179;108;2949;C;3100;3995000;
Rækkehus;2765;4;109;48;3262;C;146;2945000;
Villa;6200;4;72;72;1649;D;495;1245000;
Villa;8800;7;142;45;2470;C;818;2695000;
Villa;7760;4;173;117;1393;D;6482;895000;
Villa;5620;4;133;50;1940;D;901;1250000;
Villa;8400;4;121;12;2601;C;3253;2695000;
Villa;7120;5;173;54;3899;D;885;2990000;
Villa;2770;2;80;84;3556;E;580;4075000;
Villa;4261;5;177;121;1646;F;707;775000;
Villa;6064;5;249;151;3133;E;15003;895000;
Rækkehus;4000;4;104;4;3635;A10;106;3595000;
Villa;8220;4;122;68;2548;D;931;3599000;
Villa;7120;5;134;45;3420;D;1063;2695000;
Villa;8920;7;209;48;3140;C;950;2995000;
Villa;8000;4;95;161;2631;B;76;5495000;
Villa;5230;7;160;92;2513;D;357;4075000;
Villa;4990;4;99;81;1750;D;665;799000;
Villa;5550;7;157;141;1986;D;916;1265000;
Villa;4040;5;195;109;4824;B;3878;3650000;
Villa;3520;5;164;53;4198;C;814;5495000;
Villa;8740;3;92;118;1214;E;448;845000;
Villa;9800;4;110;121;1534;E;349;895000;
Villa;8700;6;140;36;1693;E;5450;2995000;
Villa;4291;6;174;96;1951;C;965;1275000;
Rækkehus;2300;4;90;15;3931;A10;75;4095000;
Villa;4300;5;155;43;3507;E;868;2695000;
Villa;8362;6;151;90;2110;B;1966;5498000;
Villa;8700;4;88;102;1664;C;196;1280000;
Villa;9600;5;148;61;1279;C;964;845000;
Rækkehus;9990;2;55;43;975;G;6575;895000;
Villa;8600;4;149;121;1807;F;765;1295000;
Villa;2640;5;169;97;3180;D;700;3650000;
Villa;2620;5;140;52;4699;C;700;4195000;
Villa;4330;7;180;101;2387;A10;422;2995000;
Villa;9940;6;189;107;1413;D;1242;1295000;
Rækkehus;3400;3;105;16;3151;C;272;3675000;
Villa;3782;4;106;65;1333;E;613;850000;
Villa;9700;4;101;62;1611;D;800;935000;
Villa;9700;5;154;50;1651;D;1312;1295000;
Villa;9200;7;195;21;3206;C;1143;4195000;
Villa;8700;6;276;93;2698;C;1106;5595000;
Villa;3400;3;84;15;2706;B;221;2995000;
Villa;9220;5;151;10;2532;A10;933;3695000;
Rækkehus;2630;6;134;54;2598;C;172;2995000;
Rækkehus;5856;4;102;35;1402;D;767;1295000;
Rækkehus;4230;3;82;33;1545;D;378;945000;
Villa;4700;5;197;54;3104;D;1151;4195000;
Villa;2670;5;167;5;4088;A15;758;5650000;
Villa;4760;3;83;67;2109;E;716;1295000;
Villa;8464;6;159;15;2296;C;739;3695000;
Villa;8550;5;169;9;2183;A15;1006;2998000;
Villa;2605;9;194;60;3773;D;756;5995000;
Villa;5854;5;151;81;1342;D;844;975000;
Villa;8270;5;149;101;3418;D;794;5998000;
Ejerlejlighed;6960;4;120;35;1629;B;2040;2998000;
Villa;5610;4;103;121;1450;E;197;1295000;
Villa;8270;5;112;91;4122;C;850;6250000;
Villa;7173;6;167;87;1148;D;978;985000;
Villa;4200;6;208;34;2815;C;1143;4198000;
Villa;9560;6;210;35;2456;C;831;3695000;
Villa;8560;3;89;55;1687;C;700;1298000;
Villa;6960;3;104;2;2578;A15;701;2998000;
Villa;2640;6;166;57;3319;F;806;3695000;
Villa;2670;5;182;59;3881;E;894;6250000;
Villa;6950;6;152;141;1655;E;811;995000;
Villa;8600;5;186;121;2686;F;353;3695000;
Villa;4490;4;128;119;1843;E;1026;995000;
Villa;8270;4;122;68;3512;E;794;4248000;
Villa;4684;4;103;50;2251;D;985;1298000;
Villa;6710;6;156;50;2111;C;755;3098000;
Villa;5000;3;156;205;2452;D;157;6495000;
Villa;7700;4;122;59;1684;D;635;1298000;
Villa;4220;5;109;83;2020;E;561;995000;
Villa;3600;4;156;52;3991;D;908;3695000;
Villa;2840;6;144;65;6053;C;656;6495000;
Villa;6440;7;162;94;1457;D;955;1299000;
Villa;2680;6;145;82;3283;B;729;4295000;
Villa;4850;4;139;47;1970;E;838;995000;
Villa;3330;5;171;41;2629;B;704;3695000;
Villa;3050;4;111;8;3682;B;118;4295000;
Villa;9800;6;190;94;1418;E;8023;995000;
Villa;2840;5;140;63;6297;D;804;6495000;
Villa;2670;4;127;50;3380;D;816;3750000;
Villa;6520;6;184;92;1715;D;5778;1345000;
Villa;5250;4;137;56;2519;C;580;4295000;
Villa;8920;6;185;96;2822;E;979;3795000;
Villa;8230;5;166;107;4282;D;797;6498000;
Rækkehus;7500;4;99;53;1610;D;398;1350000;
Villa;7130;4;113;49;1950;D;859;1350000;
Villa;2970;4;124;53;4868;D;775;6995000;
Villa;3770;7;128;68;1391;C;800;995000;
Rækkehus;3670;6;140;39;3282;C;163;4295000;
Rækkehus;4500;3;98;72;1567;B;386;1350000;
Rækkehus;2791;5;137;3;4736;A15;180;6995000;
Villa;6960;5;116;2;2433;A15;1856;4298000;
Ejerlejlighed;2620;1;33;49;2330;C;63740;995000;
Villa;2730;5;140;55;4331;D;720;4349000;
Villa;6630;4;173;92;1455;B;3994;1075000;
Villa;5762;6;226;17;3419;C;2203;7395000;
Rækkehus;3450;4;126;3;4207;A15;184;4395000;
Villa;5750;3;73;72;1531;E;632;1075000;
Villa;2791;4;165;17;4685;C;714;7495000;
Villa;2500;5;119;88;5896;D;588;7495000;
Villa;2605;6;185;31;3990;B;511;4445000;
Villa;9240;6;217;144;1980;E;4964;1095000;
Villa;2820;6;153;64;4460;D;800;7750000;
Rækkehus;2860;4;118;46;2038;D;1625;4475000;
Villa;4871;4;140;48;1713;D;824;1095000;
Villa;3400;5;155;46;3765;C;842;4495000;
Villa;5250;5;210;41;3001;D;837;4550000;
Villa;8940;7;235;82;2297;C;3940;4665000;
Villa;5610;7;264;171;2223;G;5000;1095000;
Villa;2670;7;164;25;3616;C;711;4695000;
Villa;4780;2;90;132;1120;F;741;1100000;
Villa;3770;16;571;144;2584;E;4973;4695000;
Villa;6600;4;103;58;1462;D;800;1150000;
Villa;9000;4;154;20;3121;C;700;4795000;
Rækkehus;9970;4;100;34;1701;D;675;1150000;
Villa;3730;5;137;194;1578;G;9059;1150000;
Villa;9500;7;205;94;1596;C;785;1175000;
Villa;5270;3;89;37;1848;B;439;1395000;
Villa;7500;4;108;56;1658;C;951;1395000;
Villa;8600;4;112;38;2084;D;981;1395000;
Villa;7441;4;103;14;1400;B;391;1395000;
Villa;6000;4;142;113;1620;D;1219;1395000;
Villa;9800;4;137;48;1509;D;844;1395000;
Villa;6900;4;149;91;1630;E;512;1425000;
Rækkehus;4700;4;106;51;3061;C;286;1425000;
Ejerlejlighed;7000;4;88;65;2344;C;2047;1445000;
Rækkehus;4450;3;87;21;1723;C;326;1450000;
Villa;3230;5;105;126;1953;G;591;1495000;
Villa;9900;3;89;73;1347;D;425;1495000;
Villa;7400;3;116;64;1738;E;745;1495000;
Villa;4671;4;100;121;1397;B;343;1495000;
Villa;9700;5;165;53;2162;D;728;1495000;
Villa;7000;4;90;50;1830;D;776;1495000;
Villa;7400;5;138;121;1837;D;150;1495000;
Villa;4390;5;141;69;1976;G;1202;1495000;
Villa;8700;3;72;131;1277;C;105;1495000;
Villa;4340;5;123;49;2141;E;1183;1495000;
Villa;4270;3;134;54;2224;C;926;1495000;
Villa;5771;3;100;53;1399;D;766;1495000;
Villa;6780;6;301;74;2037;C;1507;1498000;
Rækkehus;3700;3;109;127;1590;C;178;1498000;
Villa;9352;10;318;43;2166;D;11700;1498000;
Villa;9300;4;120;62;1742;C;1015;1498000;
Villa;7100;5;159;52;2096;D;1119;1500000;
Villa;6400;4;122;36;2093;B;345;1500000;
Villa;7500;9;176;74;2309;D;575;1595000;
Villa;8500;5;148;141;1909;C;320;1595000;
Villa;8370;5;140;101;2161;E;752;1595000;
Villa;5471;6;190;151;1601;D;1643;1595000;
Villa;7000;3;86;89;1297;D;422;1595000;
Villa;6200;6;159;44;2001;B;1019;1545000;
Villa;4800;4;122;84;2419;D;790;1595000;
Villa;5700;4;110;69;2021;D;804;1595000;
Villa;7500;5;169;111;2149;C;955;1550000;
Villa;9330;8;309;87;1902;C;988;1595000;
Villa;7442;3;115;39;1596;C;800;1575000;
Villa;6740;4;126;151;1630;D;4544;1598000;
Villa;4720;5;147;37;1727;D;2548;1645000;
Rækkehus;4200;4;102;42;2050;B;198;1645000;
Villa;4930;6;174;50;2396;D;999;1649000;
Villa;6070;5;201;160;2560;B;3798;1650000;
Villa;6800;5;140;121;2276;D;528;1675000;
Rækkehus;4700;3;84;6;1853;A10;284;1695000;
Villa;9870;6;191;15;1764;C;2678;1695000;
Villa;7800;5;180;121;2746;C;467;1695000;
Villa;7620;6;297;121;1497;D;12235;1695000;
Villa;4220;7;162;48;2619;E;902;1695000;
Villa;8700;5;154;92;2134;D;783;1695000;
Villa;8550;5;157;40;1873;C;894;1695000;
Villa;5700;2;77;63;1849;C;761;1695000;
Villa;8654;5;128;48;2055;C;883;1695000;
Villa;7430;4;134;45;2148;D;1003;1695000;
Villa;8653;3;93;66;1969;E;1016;1850000;
Villa;4534;6;225;134;2330;E;11761;1695000;
Villa;4180;6;142;94;2514;E;2024;1695000;
Villa;6760;5;143;43;1660;C;759;1698000;
Villa;4733;5;165;82;2205;F;1485;1745000;
Villa;4700;7;153;101;2227;E;524;1750000;
Villa;8600;5;178;41;1831;B;700;1795000;
Villa;3390;4;116;53;3060;E;1305;2195000;
Villa;4390;4;122;46;2550;E;920;2195000;
Rækkehus;5260;3;96;19;2119;C;198;1895000;
Villa;8300;7;256;91;4137;F;1139;3400000;
Rækkehus;5240;4;110;22;1711;B;314;1895000;
Villa;7430;6;205;99;2137;E;670;1795000;
Villa;5853;5;143;12;2200;B;1027;2195000;
Rækkehus;8260;5;139;12;2688;B;505;3445000;
Villa;8960;5;136;48;2440;D;852;1895000;
Villa;7950;3;149;19;1459;C;1258;2795000;
Villa;4060;4;106;49;2455;E;705;1795000;
Villa;9510;4;148;51;1854;D;892;1895000;
Villa;4700;6;149;67;2516;D;685;2195000;
Villa;7490;5;184;144;1380;E;5129;1795000;
Villa;9800;5;133;61;2132;C;702;1895000;
Villa;6000;5;164;50;2275;C;770;2795000;
Villa;4700;6;152;106;2342;C;306;1795000;
Villa;9700;5;147;52;2440;C;870;2445000;
Villa;8632;8;273;154;2395;C;1641;2195000;
Villa;9530;4;105;0;2720;A10;285;2445000;
Rækkehus;4684;4;107;-1;2811;A15;428;2195000;
Villa;8800;5;144;54;2629;D;900;1845000;
Villa;4230;5;170;55;2628;D;1229;2795000;
Villa;6933;5;154;21;2179;C;1116;1895000;
Villa;9530;4;105;0;2720;A10;286;2445000;
Rækkehus;4684;4;107;-1;2811;A15;427;2195000;
Villa;8471;5;163;27;3417;C;1087;3495000;
Villa;5600;4;211;107;1784;D;11045;1845000;
Villa;9530;4;105;0;2720;A10;279;2445000;
Villa;7000;4;140;121;1435;B;139;1895000;
Villa;9631;10;337;90;2176;C;15600;3495000;
Rækkehus;4684;4;107;-1;2811;A15;427;2195000;
Villa;9530;4;105;0;2720;A10;270;2445000;
Rækkehus;4684;4;107;-1;2813;A15;428;2195000;
Rækkehus;5260;4;116;46;2076;C;549;1925000;
Villa;7700;4;186;33;2220;B;713;2795000;
Villa;8930;5;118;69;1627;D;640;1935000;
Villa;6000;5;164;5;3536;A15;816;3495000;
Rækkehus;4684;4;107;-1;2813;A15;428;2195000;
Villa;9740;8;263;43;2237;C;2336;2495000;
Villa;3140;4;138;65;3689;D;662;3495000;
Villa;6100;4;129;35;2156;C;1082;2800000;
Villa;8970;8;287;141;2079;C;14211;2195000;
Villa;8740;5;300;244;4226;E;1134;1945000;
Villa;9300;4;138;36;1992;D;764;2198000;
Villa;9800;6;215;55;2435;D;1066;2495000;
Villa;8500;6;149;98;1560;E;448;1975000;
Rækkehus;2640;5;132;34;3057;C;561;3495000;
Rækkehus;3650;4;127;42;2977;D;289;2845000;
Villa;8300;7;187;51;2918;D;768;2495000;
Villa;6720;7;173;43;2418;C;975;2198000;
Villa;2730;6;108;70;4174;C;720;3495000;
Villa;8464;7;220;43;2932;C;882;3550000;
Ejerlejlighed;2400;2;54;86;2795;D;2428;2198000;
Villa;5700;4;110;77;2341;E;824;2875000;
Villa;9530;4;105;0;2720;A15;345;2495000;
Rækkehus;4684;4;107;-1;2834;A15;429;2225000;
Rækkehus;4684;4;107;-1;2829;A15;427;2225000;
Villa;5466;4;142;16;1941;C;1624;2495000;
Villa;4200;5;159;121;3100;D;1037;2895000;
Villa;3600;5;175;53;4536;D;738;3595000;
Rækkehus;3050;4;87;60;3278;E;219;3595000;
Villa;9310;4;137;95;2134;C;680;1995000;
Rækkehus;4684;4;107;-1;2835;A15;427;2235000;
Villa;3600;3;104;54;3726;D;768;3995000;
Villa;4690;5;158;41;2597;C;828;2895000;
Villa;2670;5;144;55;3340;D;715;3995000;
Villa;3630;5;120;115;2892;D;779;2245000;
Rækkehus;8680;5;156;44;2364;D;573;3650000;
Villa;6100;6;234;88;3243;B;1367;2895000;
Villa;5750;4;130;60;1949;C;958;1995000;
Villa;8370;9;205;16;3367;C;984;3998000;
Ejerlejlighed;5000;3;121;123;1902;C;437;2495000;
Villa;9200;5;156;4;2376;A15;896;3695000;
Villa;4400;5;182;129;3746;G;19892;2250000;
Villa;3480;6;174;49;4218;C;764;4095000;
Villa;7400;6;135;26;2185;C;762;2495000;
Villa;2680;5;160;83;3944;E;1240;2900000;
Villa;5230;5;110;64;3210;C;597;4150000;
Villa;4200;6;148;94;2780;D;600;2285000;
Villa;5450;7;183;10;2304;B;1093;2995000;
Villa;2625;5;127;36;4978;D;964;3750000;
Villa;4330;5;167;20;2730;B;748;4150000;
Villa;3200;4;113;52;2913;D;1011;2495000;
Ejerlejlighed;9510;8;277;111;1416;F;387;1998000;
Villa;3550;5;124;48;3136;D;234;2295000;
Villa;8600;7;221;48;3578;C;1599;4895000;
Villa;8670;3;153;69;1184;D;1000;2048000;
Villa;4360;11;250;121;2694;D;801;2295000;
Villa;4874;10;272;54;2256;D;4522;2495000;
Villa;4060;5;160;41;3053;D;740;2995000;
Rækkehus;2950;4;90;62;4534;C;400;4895000;
Villa;9900;7;219;52;2304;C;915;2075000;
Villa;3600;5;164;45;4450;D;1065;3795000;
Villa;5250;5;157;55;2398;D;724;2495000;
Villa;9260;7;195;16;3285;B;1073;4175000;
Villa;7100;5;155;54;3222;C;1198;2995000;
Villa;5800;5;149;48;2036;D;836;2095000;
Villa;7120;9;195;62;4634;D;1219;3795000;
Villa;8600;4;164;61;2954;C;1084;4995000;
Villa;5700;6;176;102;1869;C;867;2295000;
Villa;8600;3;99;141;2532;F;977;2995000;
Villa;7500;7;205;48;2418;D;955;2095000;
Villa;5700;5;220;118;2397;E;892;3795000;
Villa;2700;5;135;2;5867;A15;406;7995000;
Villa;3250;6;136;43;3077;E;1358;2499000;
Villa;3460;5;126;0;4122;A15;146;4995000;
Rækkehus;4200;4;102;0;2638;A20;434;2095000;
Villa;3140;7;162;57;4257;C;651;4245000;
Villa;6100;5;264;110;2482;C;655;2995000;
Villa;8300;5;362;18;4105;C;7800;8495000;
Villa;8220;4;152;52;3284;D;713;5198000;
Villa;6000;7;186;57;2657;D;717;2295000;
Villa;5250;6;158;37;2873;B;820;3795000;
Villa;4040;6;160;57;4126;C;1200;5200000;
Rækkehus;4200;3;102;0;2638;A20;537;2095000;
Villa;2650;6;176;11;5069;B;690;8495000;
Villa;4600;3;97;91;2980;F;734;2999000;
Villa;8200;4;105;57;3094;D;788;4250000;
Villa;8800;4;113;79;2951;D;1200;3795000;
Ejerlejlighed;2970;4;126;19;4262;C;1923;5250000;
Villa;4944;8;264;113;1832;C;6345;2500000;
Villa;3200;3;90;52;1986;B;2712;2295000;
Villa;9600;4;135;44;1997;D;816;2098000;
Villa;2770;4;76;83;3748;D;918;4250000;
Villa;8300;5;197;51;3197;D;730;3095000;
Villa;2990;5;159;50;3823;C;719;5295000;
Villa;2840;7;185;50;7807;E;1200;8600000;
Rækkehus;3650;5;125;46;2773;D;161;2550000;
Villa;9000;9;325;111;2078;E;603;3150000;
Rækkehus;2770;4;88;63;3107;D;201;3850000;
Villa;4100;4;134;41;2336;C;578;2295000;
Rækkehus;2150;5;146;1;7937;A20;3096;9250000;
Villa;4171;4;172;41;2508;C;840;2145000;
Rækkehus;6000;5;131;10;2386;A2;504;2575000;
Villa;2600;6;140;21;3647;C;515;5375000;
Rækkehus;3450;4;124;33;3886;A10;125;3195000;
Villa;4200;4;122;52;2626;D;793;2295000;
Rækkehus;2860;4;102;17;3294;A10;114;4295000;
Villa;4400;5;150;121;2185;E;409;2150000;
Villa;9990;4;124;81;2072;E;294;3850000;
Villa;5320;5;210;124;1626;D;782;2345000;
Villa;4673;6;308;121;3215;C;3336;4395000;
Villa;8420;4;301;45;2741;C;608;2595000;
Rækkehus;2800;4;85;79;3652;C;134;5495000;
Villa;9000;4;119;60;2744;C;1098;3195000;
Villa;2920;4;150;143;5292;D;569;11000000;
Villa;8464;7;218;53;3052;D;928;4395000;
Villa;2800;6;137;95;5329;E;916;5675000;
Villa;7120;4;149;-1;3356;A15;357;3895000;
Villa;3390;5;152;43;3076;E;786;2595000;
Rækkehus;5500;6;250;120;2146;C;540;5900000;
Villa;8700;5;190;54;2068;D;759;2395000;
Ejerlejlighed;1302;3;102;207;5337;C;376;11995000;
Villa;3400;8;182;55;4303;C;808;4395000;
Villa;5270;6;163;49;2291;D;694;2595000;
Villa;4581;8;283;49;3139;E;948;3250000;
Villa;4600;5;195;51;3346;D;891;4400000;
Villa;2760;4;120;53;5248;E;980;3950000;
Villa;5474;5;240;181;2378;F;3530;2595000;
Villa;8960;6;188;52;2583;D;840;2395000;
Rækkehus;3520;4;120;45;4664;C;1;3250000;
Villa;2600;6;175;19;4560;C;816;5995000;
Villa;2300;6;177;96;5963;D;522;12495000;
Villa;7000;5;166;61;2628;C;796;3295000;
Rækkehus;3500;5;151;45;3850;C;206;3995000;
Villa;2840;5;143;49;6115;D;1010;5995000;
Villa;2800;8;238;148;9518;D;3356;13250000;
Rækkehus;8310;5;132;44;2507;A10;191;3295000;
Villa;7430;5;159;49;2197;C;965;2395000;
Villa;5500;6;195;92;3076;D;959;6000000;
Villa;3400;4;115;78;3727;D;733;3995000;
Villa;3300;4;170;75;3038;C;2016;2600000;
Villa;9700;8;207;55;2888;D;2056;3295000;
Rækkehus;3070;5;192;48;5485;C;175;4495000;
Villa;2970;7;196;6;6710;A15;1000;13995000;
